"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5431722";"";"None";"260.34";"0";"2.13";"77";"CCCCCC1(c2ccc(N)cc2)CC(=O)NC1=O";"IC50";"'='";"1238.8";"nM";"5.91";"";"";"UO_0000065";"22.69";"0.42";"3.78";"8.18";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.907"
"CHEMBL5397228";"";"None";"288.39";"0";"2.91";"79";"CCCCCCCC1(c2ccc(N)cc2)CC(=O)NC1=O";"IC50";"'='";"33113.11";"nM";"4.48";"";"";"UO_0000065";"15.53";"0.29";"1.57";"6.21";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"4.48"
"CHEMBL5425433";"";"None";"288.35";"0";"3.33";"84; 102";"c1ccc(Cn2cc(Cn3cnnc3)c3ccccc32)cc1";"IC50";"'='";"11246.05";"nM";"4.95";"";"";"UO_0000065";"17.16";"0.31";"1.62";"13.89";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"4.949"
"CHEMBL5434747";"";"None";"277.12";"0";"3.44";"764";"Brc1ccc2oc(Cn3ccnc3)cc2c1";"IC50";"'='";"3908.41";"nM";"5.41";"";"";"UO_0000065";"19.52";"0.46";"1.97";"17.47";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.408"
"CHEMBL5411965";"";"None";"267.12";"0";"3.98";"765";"Clc1cc(Cl)c2oc(Cn3ccnc3)cc2c1";"IC50";"'='";"6251.73";"nM";"5.20";"";"";"UO_0000065";"19.48";"0.42";"1.22";"16.81";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.204"
"CHEMBL5410534";"";"None";"321.36";"0";"3.56";"125";"OC(c1cn(Cc2cccc(F)c2)c2ccccc12)n1ccnc1";"IC50";"'='";"82.04";"nM";"7.09";"";"";"UO_0000065";"22.05";"0.40";"3.53";"16.49";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"7.086"
"CHEMBL5440983";"";"None";"321.81";"0";"4.85";"141";"Clc1ccc(CC(c2ccc3[nH]ccc3c2)n2ccnc2)cc1";"IC50";"'='";"15.31";"nM";"7.82";"";"";"UO_0000065";"24.28";"0.46";"2.97";"23.25";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"7.815"
"CHEMBL5411393";"";"None";"331.37";"0";"4.12";"791";"COc1ccc(C(O)(c2cccnc2)c2cc3ccccc3o2)cc1";"IC50";"'='";"1300.17";"nM";"5.89";"";"";"UO_0000065";"17.76";"0.32";"1.77";"10.61";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.886"
"CHEMBL5432971";"";"None";"351.40";"0";"4.97";"157";"CCn1cc(C(Cc2ccc(F)cc2)n2ccnc2)c2cc(F)ccc21";"IC50";"'='";"59.98";"nM";"7.22";"";"";"UO_0000065";"20.55";"0.38";"2.25";"31.75";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"7.222"
"CHEMBL5407805";"";"None";"426.33";"1";"6.15";"160";"CC(C)n1cc(C(Cc2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21";"IC50";"'='";"339.63";"nM";"6.47";"";"";"UO_0000065";"15.17";"0.33";"0.32";"28.44";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"6.469"
"CHEMBL5430600";"";"None";"291.39";"0";"3.95";"188";"O=C1c2ccc3c(c2CCC1Cc1ccncc1)CCCC3";"IC50";"'='";"4698.94";"nM";"5.33";"";"";"UO_0000065";"18.28";"0.33";"1.38";"17.78";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.328"
"CHEMBL23365";"";"None";"253.34";"0";"3.44";"220";"COc1ccc2c(c1)CC(Cc1ccncc1)CC2";"IC50";"'='";"4295.36";"nM";"5.37";"";"";"UO_0000065";"21.18";"0.39";"1.93";"24.26";"1";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.367"
"CHEMBL23394";"";"None";"239.32";"0";"3.13";"223";"Oc1ccc2c(c1)CC(Cc1ccncc1)CC2";"IC50";"'='";"1300.17";"nM";"5.89";"";"";"UO_0000065";"24.59";"0.45";"2.76";"17.77";"1";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.886"
"CHEMBL419619";"";"None";"330.23";"0";"4.30";"230";"COc1cc2c(cc1Br)CCC1C(c3ccncc3)C21";"IC50";"'='";"1399.59";"nM";"5.85";"";"";"UO_0000065";"17.73";"0.40";"1.55";"26.46";"1";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.854"
"CHEMBL104566";"";"None";"219.28";"0";"2.36";"319";"CC1CCC(OC(=O)Cc2ccncc2)C1";"IC50";"'='";"1999.86";"nM";"5.70";"";"";"UO_0000065";"25.99";"0.49";"3.34";"14.54";"1";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.699"
"CHEMBL29901";"";"None";"329.23";"1";"5.14";"978";"CC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cncnc1";"IC50";"'='";"82.04";"nM";"7.09";"";"";"UO_0000065";"21.52";"0.44";"1.95";"27.49";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"7.086"
"CHEMBL30047";"";"None";"343.26";"1";"5.53";"980";"CCC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cncnc1";"IC50";"'='";"2951.21";"nM";"5.53";"";"";"UO_0000065";"16.11";"0.33";"0.00";"21.45";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.53"
"CHEMBL135633";"";"None";"331.20";"0";"4.07";"1023";"OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccncn1";"IC50";"'='";"322.11";"nM";"6.49";"";"";"UO_0000065";"19.60";"0.40";"2.42";"14.11";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"6.492"
"CHEMBL5410623";"";"None";"336.24";"0";"4.73";"1031";"OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cscn1";"IC50";"'='";"9.594";"nM";"8.02";"";"";"UO_0000065";"23.85";"0.52";"3.29";"24.21";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"8.018"
"CHEMBL5410574";"";"None";"336.24";"0";"4.73";"1032";"OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccsn1";"IC50";"'='";"19.01";"nM";"7.72";"";"";"UO_0000065";"22.96";"0.50";"2.99";"23.31";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"7.721"
"CHEMBL5431850";"";"None";"398.45";"0";"1.63";"1089";"N#Cc1ccc(N(CCCc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1";"IC50";"'='";"0.8892";"nM";"9.05";"";"";"UO_0000065";"22.72";"0.44";"7.42";"7.12";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"9.051"
"CHEMBL5412416";"";"None";"339.79";"0";"3.02";"1095";"N#Cc1ccc(N(CCc2ccc(O)c(Cl)c2)n2cnnc2)cc1";"IC50";"'='";"0.2799";"nM";"9.55";"";"";"UO_0000065";"28.11";"0.54";"6.53";"12.25";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"9.553"
"CHEMBL5400488";"";"None";"335.37";"0";"2.59";"1102";"N#Cc1ccc(N(CCCOc2ccc(O)cc2)n2cnnc2)cc1";"IC50";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"26.31";"0.48";"6.23";"10.12";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"8.824"
"CHEMBL5425230";"";"None";"428.47";"0";"1.86";"1106";"N#Cc1ccc(N(CCCCOc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1";"IC50";"'='";"30.97";"nM";"7.51";"";"";"UO_0000065";"17.53";"0.34";"5.65";"5.51";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"7.509"
"CHEMBL5412353";"";"None";"323.38";"0";"2.87";"1108";"N#Cc1ccc(N(CSc2ccc(O)cc2)n2cnnc2)cc1";"IC50";"'='";"1.698";"nM";"8.77";"";"";"UO_0000065";"27.12";"0.52";"5.90";"11.25";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"8.77"
"CHEMBL5401315";"";"None";"337.41";"0";"2.92";"1109";"N#Cc1ccc(N(CCSc2cccc(O)c2)n2cnnc2)cc1";"IC50";"'='";"0.3097";"nM";"9.51";"";"";"UO_0000065";"28.18";"0.54";"6.59";"12.20";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"9.509"
"CHEMBL5398138";"";"None";"444.54";"0";"2.57";"1123";"N#Cc1ccc(N(CCCCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"19.57";"0.40";"6.13";"6.84";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"8.699"
"CHEMBL5408847";"";"None";"424.44";"0";"1.99";"1150";"N#Cc1ccc(N(CCc2coc3cc(OS(N)(=O)=O)ccc23)n2cnnc2)cc1";"IC50";"'='";"3.999";"nM";"8.40";"";"";"UO_0000065";"19.79";"0.38";"6.41";"5.99";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"8.398"
"CHEMBL5438840";"";"None";"349.87";"1";"5.34";"120";"CCn1ccc2cccc(C(Cc3ccc(Cl)cc3)n3ccnc3)c21";"IC50";"'='";"54.95";"nM";"7.26";"";"";"UO_0000065";"20.75";"0.40";"1.92";"31.91";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"7.26"
"CHEMBL5428148";"";"None";"347.44";"1";"5.14";"155";"CCn1c(C(Cc2ccc(F)cc2)n2ccnc2)c(C)c2ccccc21";"IC50";"'='";"119.95";"nM";"6.92";"";"";"UO_0000065";"19.92";"0.36";"1.78";"30.42";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"6.921"
"CHEMBL5431758";"";"None";"325.76";"0";"2.98";"1205";"N#Cc1ccc(N(Cc2ccc(O)cc2Cl)n2cnnc2)cc1";"IC50";"'='";"2.999";"nM";"8.52";"";"";"UO_0000065";"26.16";"0.51";"5.54";"10.93";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"8.523"
"CHEMBL350072";"";"None";"212.30";"0";"3.12";"1215";"Cc1ccc(C2CCCc3cncn32)cc1";"IC50";"'='";"17.62";"nM";"7.75";"";"";"UO_0000065";"36.52";"0.66";"4.63";"43.51";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"7.754"
"CHEMBL117";"CHRYSIN";"None";"254.24";"0";"2.87";"349";"O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12";"IC50";"'='";"699.84";"nM";"6.16";"";"";"UO_0000065";"24.21";"0.44";"3.29";"8.71";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"6.155"
"CHEMBL5395012";"";"None";"298.34";"0";"4.45";"1283";"Fc1ccc(CCC(c2ccc(F)cc2)c2c[nH]cn2)cc1";"IC50";"'='";"2197.86";"nM";"5.66";"";"";"UO_0000065";"18.96";"0.35";"1.21";"19.73";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.658"
"CHEMBL5421565";"";"None";"305.36";"0";"4.12";"1292";"N#Cc1ccc(C(CCc2ccc(F)cc2)n2ccnc2)cc1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"23.91";"0.43";"3.18";"17.55";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"7.301"
"CHEMBL348263";"";"None";"208.26";"0";"2.69";"1302";"CCCCOc1ccc(N/C=N\O)cc1";"IC50";"'='";"269.77";"nM";"6.57";"";"";"UO_0000065";"31.54";"0.60";"3.88";"12.20";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"6.569"
"CHEMBL1172400";"";"None";"311.34";"0";"3.29";"728";"CC(=O)Oc1cc(/C=C/c2ccc(N)cc2)cc(OC(C)=O)c1";"IC50";"'='";"2831.39";"nM";"5.55";"";"";"UO_0000065";"17.82";"0.33";"2.26";"7.06";"1";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.548"
